"AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"EMAIL";"EMAIL2";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"SEGREGADA";"EDUC. DIFERENCIADA";"Total 2017-2018";"Total 2018-2019";"Total 2019-2020";"Total 2020-2021";"Total 2021-2022";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Educación Infantil Especial 2019-2020";"Educación Infantil Especial 2020-2021";"Educación Infantil Especial 2021-2022";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil I Ciclo 2019-2020";"Infantil I Ciclo 2020-2021";"Infantil I Ciclo 2021-2022";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Infantil II Ciclo 2019-2020";"Infantil II Ciclo 2020-2021";"Infantil II Ciclo 2021-2022";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Educación Básica Obligatoria 2019-2020";"Educación Básica Obligatoria 2020-2021";"Educación Básica Obligatoria 2021-2022";"Primaria 2017-2018";"Primaria 2018-2019";"Primaria 2019-2020";"Primaria 2020-2021";"Primaria 2021-2022";"ESO 2017-2018";"ESO 2018-2019";"ESO 2019-2020";"ESO 2020-2021";"ESO 2021-2022";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"Bachillerato 2019-2020";"Bachillerato 2020-2021";"Bachillerato 2021-2022";"FP GM 2017-2018";"FP GM 2018-2019";"FP GM 2019-2020";"FP GM 2020-2021";"FP GM 2021-2022";"FP GS 2017-2018";"FP GS 2018-2019";"FP GS 2019-2020";"FP GS 2020-2021";"FP GS 2021-2022";"FPB 2017-2018";"FPB 2018-2019";"FPB 2019-2020";"FPB 2020-2021";"FPB 2021-2022";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Módulos Voluntarios 2019-2020";"PCPI: Módulos Voluntarios 2020-2021";"PCPI: Módulos Voluntarios 2021-2022";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"PCPI: Especial 2019-2020";"PCPI: Especial 2020-2021";"PCPI: Especial 2021-2022";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programa Formación Transición Vida Adulta 2019-2020";"Programa Formación Transición Vida Adulta 2020-2021";"Programa Formación Transición Vida Adulta 2021-2022";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"Programas Profesionales Modalidad Especial 2019-2020";"Programas Profesionales Modalidad Especial 2020-2021";"Programas Profesionales Modalidad Especial 2021-2022";"lat";"lng";"Programas Profesionales Modalidad General 2019-2020";"Programas Profesionales Modalidad General 2020-2021";"Programas Profesionales Modalidad General 2021-2022"
"Madrid-Sur";"28003250";"CPR INF-PRI-SEC";"LA INMACULADA-PADRES ESCOLAPIOS";"Plaza Obispo Felipe Scio Riaza, 1 ";"Getafe";"-";"28901";"916951900";"916951904";"cc.lainmaculada.getafe@educa.madrid.org";"inmaculada@escolapiosdegetafe.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003250";"cc.lainmaculada.getafe@educa.madrid.org";"ESCUELAS PIAS PROVINCIA BETANIA";"NO";"";"2332";"2106";"1894";"2076";"2085";"";"";"";"";"";"";"";"";"";"";"307";"313";"304";"303";"292";"";"";"";"";"";"674";"660";"659";"653";"646";"725";"753";"693";"680";"678";"180";"0";"0";"0";"0";"187";"195";"147";"182";"219";"146";"59";"0";"147";"134";"113";"126";"91";"111";"116";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.30763";"-3.73247";"";"";""
"Madrid-Capital";"28021999";"CPR INF-PRI-SEC";"LA NATIVIDAD";"Calle De Torrox, 4 ";"Madrid";"Usera";"28041";"917924502";"917924502";"cc.lanatividad.madrid@educa.madrid.org";"colegio@lanatividad.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021999";"cc.lanatividad.madrid@educa.madrid.org";"HIJAS DEL PATROCINIO DE MARIA";"NO";"";"366";"384";"377";"359";"339";"";"";"";"";"";"";"";"";"";"";"79";"78";"73";"72";"61";"";"";"";"";"";"160";"163";"162";"150";"155";"127";"123";"120";"114";"108";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"20";"22";"23";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3678021";"-3.6903951";"";"";""
"Madrid-Capital";"28042498";"CPR INF-PRI-SEC";"LA PRESENTACION DE NUESTRA SEÑORA";"Plaza De La Vicalvarada, 1 ";"Madrid";"Vicálvaro";"28032";"917764323";"917764672";"cc.pnuestrasenora.madrid@educa.madrid.org";"colegiomadrid@lapresentacion.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042498";"cc.pnuestrasenora.madrid@educa.madrid.org";"HNAS. DE LA PRESENTACION DE LA VIRGEN MARIA";"NO";"";"815";"745";"704";"696";"697";"";"";"";"";"";"";"";"";"";"";"147";"144";"140";"138";"126";"";"";"";"";"";"341";"339";"322";"320";"315";"249";"262";"242";"238";"256";"78";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4096273";"-3.609591899999999";"";"";""
"Madrid-Capital";"28062217";"CPR INF-PRI-SEC";"LA PURISIMA";"Calle De Ricardo Ortiz, 29 ";"Madrid";"Ciudad Lineal";"28017";"917262805";"913614212";"cc.lapurisima.madrid@educa.madrid.org";"purisima@planalfa.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062217";"cc.lapurisima.madrid@educa.madrid.org";"FUNDACION EDUCATIVA FRANCISCANAS DE LA INMACULADA";"SI";"Mixta Diferenciada";"231";"259";"0";"212";"";"";"";"";"";"";"";"";"";"";"";"36";"46";"0";"52";"";"";"";"";"";"";"114";"114";"0";"93";"";"81";"99";"0";"67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.42729629999999";"-3.6579568";"";"";""
"Madrid-Capital";"28013863";"CPR INF-PRI-SEC";"LA SALLE";"Calle Blas Carrera, 50 ";"Madrid";"Latina";"28044";"917050011";"917058368";"cc.lasalle.madrid@educa.madrid.org";"colegio@lasalleinstitucion.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28013863";"cc.lasalle.madrid@educa.madrid.org";"HNOS. DE LAS ESCUELAS CRISTIANAS";"NO";"";"1588";"1600";"283";"1595";"1613";"";"";"";"";"";"";"";"";"";"";"160";"162";"0";"174";"187";"";"";"";"";"";"325";"329";"0";"323";"316";"362";"353";"0";"368";"376";"319";"317";"0";"304";"304";"173";"179";"138";"193";"188";"167";"184";"91";"175";"183";"82";"76";"54";"58";"59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3783213";"-3.7739671";"";"";""
"Madrid-Sur";"28003419";"CPR INF-PRI-SEC";"LA SALLE";"Calle Levante, 1 ";"Griñón";"-";"28971";"918140085";"-";"cc.lasalle.grinon@educa.madrid.org";"direccion@lasallegrinon.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003419";"cc.lasalle.grinon@educa.madrid.org";"HNOS. DE LAS ESCUELAS CRISTIANAS";"NO";"";"979";"871";"845";"870";"865";"";"";"";"";"";"";"";"";"";"";"153";"148";"151";"152";"149";"";"";"";"";"";"317";"310";"314";"304";"309";"346";"354";"349";"360";"350";"101";"0";"0";"0";"0";"62";"59";"31";"54";"57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2120825";"-3.855788";"";"";""
"Madrid-Capital";"28008934";"CPR INF-PRI-SEC";"LA SALLE-SAGRADO CORAZON";"Avenida Del Cardenal Herrera Oria, 242 ";"Madrid";"Fuencarral-El Pardo";"28035";"917385300";"917307493";"cc.lasallesg.madrid@educa.madrid.org";"sallesc@lasalle.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28008934";"cc.lasallesg.madrid@educa.madrid.org";"FUNDACION VILLENA LA SALLE";"NO";"";"1627";"1623";"1458";"1646";"1661";"";"";"";"";"";"30";"25";"0";"0";"0";"225";"226";"226";"208";"207";"";"";"";"";"";"451";"465";"463";"453";"458";"362";"371";"360";"358";"362";"269";"253";"252";"234";"213";"134";"135";"106";"152";"149";"87";"86";"10";"188";"205";"69";"62";"41";"53";"67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4835066";"-3.7175299";"";"";""
"Madrid-Sur";"28050173";"CPR INF-PRI-SEC";"LAGOMAR";"Avenida Mar Adriático, 5 ";"Valdemoro";"-";"28341";"918083643";"918085724";"cc.lagomar.valdemoro@educa.madrid.org";"info@colegiolagomar.com, director@colegiolagomar.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050173";"cc.lagomar.valdemoro@educa.madrid.org";"LAGOMAR, SDAD. COOP. MADRILEÑA";"SI";"Mixta Diferenciada";"1257";"1147";"1168";"1160";"1128";"";"";"";"";"";"68";"58";"0";"0";"0";"225";"216";"206";"192";"163";"";"";"";"";"";"506";"504";"502";"492";"480";"364";"369";"373";"363";"358";"94";"0";"87";"113";"127";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.177511";"-3.6842326";"";"";""
"Madrid-Capital";"28046901";"CPR INF-PRI-SEC";"LAS ROSAS";"Calle De Calabria C/v A Avda. De Niza, 24, 1 ";"Madrid";"San Blas-Canillejas";"28022";"913132334";"-";"cc.lasrosas.madrid@educa.madrid.org";"secretarialasrosas@colegiolasrosas.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046901";"cc.lasrosas.madrid@educa.madrid.org";"COLEGIO LAS ROSAS, S.L.";"NO";"";"1101";"1002";"931";"898";"941";"";"";"";"";"";"66";"64";"0";"0";"0";"195";"191";"221";"214";"227";"";"";"";"";"";"452";"455";"436";"412";"419";"303";"292";"274";"272";"295";"85";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.431728";"-3.6071346";"";"";""
"Madrid-Capital";"28067409";"CPR INF-PRI-SEC";"LAS TABLAS VALVERDE";"Paseo De La Tierra De Melide, S/n ";"Madrid";"Fuencarral-El Pardo";"28050";"914273506";"-";"cc.lastablasvalverde.madrid@educa.madrid.org";"valv_pmarin@fomento.edu";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067409";"cc.lastablasvalverde.madrid@educa.madrid.org";"FOMENTO DE CENTROS DE ENSEÑANZA DE MADRID, S.A.";"SI";"Mixta Diferenciada";"1969";"1822";"1627";"1596";"1555";"";"";"";"";"";"122";"122";"0";"0";"0";"353";"361";"358";"333";"331";"";"";"";"";"";"736";"704";"667";"684";"681";"594";"635";"602";"579";"543";"164";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5084798";"-3.665612";"";"";""
"Madrid-Oeste";"28069406";"CPR INF-PRI-SEC";"LEONARDO DA VINCI";"Calle Arroyo Grande (sector Las Hachazuelas), 72 ";"Moralzarzal";"-";"28411";"918576724";"-";"cc.leonardodavinci.moralzarzal@educa.madrid.org";"-";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28069406";"cc.leonardodavinci.moralzarzal@educa.madrid.org";"LAS HACHAZUELAS, SOCIEDAD COOPERATIVA MADRILEÑA";"NO";"";"1136";"1064";"937";"1011";"985";"";"";"";"";"";"67";"46";"0";"0";"0";"160";"169";"147";"144";"119";"";"";"";"";"";"471";"462";"439";"436";"430";"293";"314";"297";"338";"345";"59";"0";"0";"0";"0";"86";"73";"54";"93";"91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6868917";"-3.9735145";"";"";""
"Madrid-Capital";"28011623";"CPR INF-PRI-SEC";"LICEO CONSUL";"Calle De Peironcely, 7 ";"Madrid";"Puente de Vallecas";"28053";"917858714";"917858809";"cc.liceoconsul.madrid@educa.madrid.org";"liceoconsul@planalfa.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28011623";"cc.liceoconsul.madrid@educa.madrid.org";"PROLICON, S.A.";"NO";"";"961";"1014";"960";"906";"906";"";"";"";"";"";"";"";"";"";"";"193";"207";"207";"181";"183";"";"";"";"";"";"453";"473";"453";"433";"417";"315";"334";"300";"292";"306";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3819957";"-3.6700483";"";"";""
"Madrid-Capital";"28015291";"CPR INF-PRI-SEC";"LICEO IBERICO";"Calle De Antonio Vicent, 58 ";"Madrid";"Carabanchel";"28019";"915691725";"915691725";"cc.liceoiberico.madrid@educa.madrid.org";"-";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28015291";"cc.liceoiberico.madrid@educa.madrid.org";"SDAD. COOP. DE ENSEÑANZA ARGANZUELA, SDAD. COOP. MADRILEÑA";"NO";"";"287";"309";"275";"273";"296";"";"";"";"";"";"";"";"";"";"";"64";"73";"64";"60";"62";"";"";"";"";"";"126";"134";"122";"117";"133";"97";"102";"89";"96";"101";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3943365";"-3.7103306";"";"";""
"Madrid-Capital";"28013188";"CPR INF-PRI-SEC";"LICEO MADARIAGA";"Calle De Francisco Madariaga, 11 ";"Madrid";"Ciudad Lineal";"28017";"914061491";"914061491";"cc.liceomadariaga.madrid@educa.madrid.org";"liceo_madariaga@yahoo.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28013188";"cc.liceomadariaga.madrid@educa.madrid.org";"LICEO MADARIAGA, S.L.";"NO";"";"244";"244";"232";"199";"222";"";"";"";"";"";"";"";"";"";"";"38";"34";"42";"27";"27";"";"";"";"";"";"102";"115";"99";"95";"101";"104";"95";"91";"77";"94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.435207";"-3.6413115";"";"";""
"Madrid-Sur";"28003675";"CPR INF-PRI-SEC";"LICEO SAN PABLO";"Calle Alhelí, 1 ";"Leganés";"-";"28912";"916933223";"-";"cc.liceosanpablo.leganes@educa.madrid.org";"lcsanpablo@lcsanpablo.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28003675";"cc.liceosanpablo.leganes@educa.madrid.org";"CENTRO DE ENSEÑANZA SERRANO GARCIA S.L.";"NO";"";"893";"824";"816";"789";"771";"";"";"";"";"";"";"";"";"";"";"181";"161";"161";"137";"115";"";"";"";"";"";"391";"417";"417";"408";"381";"269";"246";"238";"244";"275";"52";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3275476";"-3.760885799999999";"";"";""
"Madrid-Capital";"28011544";"CPR INF-PRI-SEC";"LICEO SOROLLA B";"Calle De Nueva Zelanda, 21 ";"Madrid";"Moncloa-Aravaca";"28035";"913164327";"913736434";"cc.liceosorollab.madrid@educa.madrid.org";"secretaria@liceosorollab.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28011544";"cc.liceosorollab.madrid@educa.madrid.org";"COLEGIO SOROLLA B, S.L.";"NO";"";"526";"563";"16";"510";"590";"";"";"";"";"";"";"";"";"";"";"92";"114";"0";"128";"130";"";"";"";"";"";"216";"237";"0";"228";"246";"121";"123";"0";"154";"146";"19";"0";"0";"0";"0";"78";"89";"16";"0";"68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.466332";"-3.7242316";"";"";""
"Madrid-Capital";"28017649";"CPR INF-PRI-SEC";"LICEO VERSALLES";"Calle Del Puerto De Somosierra, 9 ";"Madrid";"Villa de Vallecas";"28031";"913325654";"913323151";"cc.liceoversalles.madrid@educa.madrid.org";"liceo_versalles@hotmail.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28017649";"cc.liceoversalles.madrid@educa.madrid.org";"LICEO VERSALLES S.L.";"NO";"";"688";"716";"672";"653";"644";"";"";"";"";"";"39";"35";"0";"0";"0";"148";"137";"138";"137";"124";"";"";"";"";"";"342";"349";"336";"302";"299";"159";"195";"198";"214";"221";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3785618";"-3.6223739";"";"";""
"Madrid-Este";"28000492";"CPR INF-PRI-SEC";"LOPE DE VEGA";"Calle De Luis De Medina, 12 ";"Alcalá de Henares";"-";"28805";"918893879";"918892021";"cc.lopedevega.alcala@educa.madrid.org";"correocam@colegiolopedevega.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28000492";"cc.lopedevega.alcala@educa.madrid.org";"PROLOVE, S.A.";"NO";"";"1269";"1255";"1281";"1268";"1213";"";"";"";"";"";"";"";"";"";"";"191";"203";"190";"188";"164";"";"";"";"";"";"627";"653";"567";"509";"458";"372";"399";"416";"448";"468";"79";"0";"108";"123";"123";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4902419";"-3.3570147";"";"";""
"Madrid-Capital";"28005738";"CPR INF-PRI-SEC";"LOPEZ VICUÑA";"Calle De Hinojal, 7 ";"Madrid";"San Blas-Canillejas";"28037";"913202969";"913930032";"cc.lopezvicuna.madrid@educa.madrid.org";"lvicunam@planalfa.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28005738";"cc.lopezvicuna.madrid@educa.madrid.org";"RELIGIOSAS DE MARIA INMACULADA";"NO";"";"844";"924";"832";"941";"930";"";"";"";"";"";"";"";"";"";"";"77";"76";"75";"78";"81";"";"";"";"";"";"278";"297";"289";"275";"254";"242";"248";"209";"206";"220";"";"";"";"";"";"131";"173";"177";"251";"251";"81";"92";"56";"99";"95";"35";"38";"26";"32";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4323805";"-3.6130344";"";"";""
"Madrid-Norte";"28047368";"CPR INF-PRI-SEC";"LOS ABETOS";"Calle Del Marqués De Santillana, 29 ";"Manzanares el Real";"-";"28410";"918539660";"-";"cc.losabetos.manzanares@educa.madrid.org";"administracionlosabetos@gmail.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047368";"cc.losabetos.manzanares@educa.madrid.org";"ANGELES SANTIAGO OROZCO";"NO";"";"216";"235";"207";"195";"188";"";"";"";"";"";"";"";"";"";"";"41";"53";"49";"41";"33";"";"";"";"";"";"105";"109";"104";"103";"110";"70";"73";"54";"51";"45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.7252854";"-3.87605";"";"";""
"Madrid-Sur";"28026420";"CPR INF-PRI-SEC";"LOS ANGELES";"Paseo De Tiselius, 5 ";"Getafe";"-";"28906";"916960843";"916010029";"cc.losangeles.getafe@educa.madrid.org";"direccion@colegiolosangeles.net";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28026420";"cc.losangeles.getafe@educa.madrid.org";"SDAD. COOP. MADRILEÑA LOS ANGELES";"NO";"";"1527";"1465";"0";"1384";"1410";"";"";"";"";"";"35";"43";"0";"0";"0";"289";"316";"0";"308";"293";"";"";"";"";"";"659";"670";"0";"626";"652";"443";"436";"0";"450";"465";"101";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.27572720000001";"-3.7434693";"";"";""
"Madrid-Sur";"28041275";"CPR INF-PRI-SEC";"LOS NARANJOS";"Avenida De Las Comarcas, 70 ";"Fuenlabrada";"-";"28941";"916159690";"916159500";"cc.losnaranjos.fuenlabrada@educa.madrid.org";"dirsecundaria@colegio-losnaranjos.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041275";"cc.losnaranjos.fuenlabrada@educa.madrid.org";"DAFNE SDAD. COOP. MADRILEÑA";"SI";"Mixta Diferenciada";"773";"763";"685";"698";"689";"";"";"";"";"";"";"";"";"";"";"167";"168";"166";"168";"156";"";"";"";"";"";"306";"321";"314";"321";"321";"210";"211";"205";"209";"212";"48";"0";"0";"0";"0";"";"";"";"";"";"42";"63";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2992479";"-3.8042845";"";"";""
"Madrid-Sur";"28070101";"CPR INF-PRI-SEC";"LOS NOGALES";"Camino De Villamanta, S/n ";"Álamo, El";"-";"28607";"918104457";"918122399";"cc.losnogales.elalamo@educa.madrid.org";"info@colegiolosnogales.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070101";"cc.losnogales.elalamo@educa.madrid.org";"UTE G.E. ESCUELAS URBANAS - G.E. ESCUELA DE OCIO";"NO";"";"655";"635";"574";"577";"607";"";"";"";"";"";"33";"30";"0";"0";"0";"106";"116";"120";"128";"125";"";"";"";"";"";"316";"310";"285";"265";"279";"168";"179";"169";"184";"203";"32";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2986037";"-4.1091663";"";"";""
"Madrid-Capital";"28022104";"CPR INF-PRI-SEC";"LOS OLMOS";"Calle De Los Astros, 13 ";"Madrid";"Retiro";"28007";"914009866";"914009867";"cc.losolmos.madrid@educa.madrid.org";"lolm_secretaria@fomento.edu";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28022104";"cc.losolmos.madrid@educa.madrid.org";"FOMENTO DE CENTROS DE ENSEÑANZA, S.A.";"SI";"Ed.Infantil Ii Ciclo(Mixta Diferenciada), Ed.Infantil I Ciclo(Mixta Diferenciada), Bachillerato(Masculina), E.S.O.(Masculina), Ed. Primaria(Masculina), Ed.Infantil Ii Ciclo(Mixta Diferenciada), Ed.Infantil I Ciclo(Mixta Diferenciada), E.S.O.(Masculina), Bachillerato(Masculina), Ed. Primaria(Masculina)";"717";"635";"607";"622";"604";"";"";"";"";"";"61";"0";"0";"0";"0";"159";"161";"130";"146";"138";"";"";"";"";"";"281";"291";"280";"271";"260";"178";"183";"197";"205";"206";"38";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.411272";"-3.667117";"";"";""
"Madrid-Capital";"28012032";"CPR INF-PRI-SEC";"LOS ROBLES";"Avenida De La Osa Mayor, 239 ";"Madrid";"Moncloa-Aravaca";"28023";"913070330";"913572819";"cc.losrobles.madrid@educa.madrid.org";"secretaria@colegiolosrobles.net";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28012032";"cc.losrobles.madrid@educa.madrid.org";"GRISSA, S.L.";"NO";"";"687";"608";"0";"510";"518";"";"";"";"";"";"15";"14";"0";"0";"0";"114";"106";"0";"84";"86";"";"";"";"";"";"289";"287";"0";"244";"245";"192";"201";"0";"182";"187";"77";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4546826";"-3.7932719";"";"";""
"Madrid-Capital";"28067392";"CPR INF-PRI-SEC";"LOS TILOS";"Calle De El Bosco, S/n ";"Madrid";"Puente de Vallecas";"28038";"913451116";"913598243";"cc.lostilos.madrid@educa.madrid.org";"info@colegiolostilos.com";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067392";"cc.lostilos.madrid@educa.madrid.org";"ESCUELA LOS TILOS, S.L.";"SI";"Femenina";"755";"813";"0";"760";"771";"";"";"";"";"";"";"";"";"";"";"142";"150";"0";"147";"141";"";"";"";"";"";"341";"349";"0";"317";"323";"209";"227";"0";"227";"215";"63";"87";"0";"69";"92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4002505";"-3.6498088";"";"";""
"Madrid-Capital";"28020235";"CPR INF-PRI-SEC";"LOURDES";"Calle De San Roberto, 8 ";"Madrid";"Latina";"28011";"915180358";"915184820";"cc.lourdes.madrid@educa.madrid.org";"secretaria@colegiolourdes.fuhem.es";"Privado Concertado";"http://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020235";"cc.lourdes.madrid@educa.madrid.org";"FUNDACION HOGAR DEL EMPLEADO";"NO";"";"1193";"1155";"1070";"1135";"1130";"";"";"";"";"";"";"";"";"";"";"152";"152";"151";"148";"148";"";"";"";"";"";"360";"338";"313";"306";"305";"368";"380";"363";"355";"352";"313";"285";"243";"326";"325";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4029067";"-3.7596543";"";"";""
